日期,"最新价 
(RMZ Index)","自由流通股市值 
(RMZ Index)","股票指数每日净股利 
(RMZ Index)"
2018-06-12,1125.39,842769.25,0.498683989048004
2018-06-11,1120.31,838933.6875,0.515119016170502
2018-06-08,1122.72,841202.375,0.506901502609253
2018-06-07,1118.79,838254.9375,0.043248001486063
2018-06-06,1118.62,838158.1875,0.133254006505013
2018-06-05,1114.93,835308.375,0.2278011702001097
2018-06-04,1119.52,838744.1875,0.13476772606372858
2018-06-01,1109.18,830774.625,0.16527430092295045
2018-05-31,1104.1,818507.375,0.0331999994814396
2018-05-30,1108.37,821674.3125,0.197253003716469
2018-05-29,1092.54,809973.25,0.0572450011968613
2018-05-28,1085.7092903392904,805832.6875,0.09589933479825663
2018-05-25,1087.1,805832.6875,0.11679911323719565
2018-05-24,1082.79,802441.6875,0.08998114974410452
2018-05-23,1084.62,803805.625,0.10089319925985228
2018-05-22,1071.69,794228.5625,0.10255782074705082
2018-05-21,1069.77,792797.75,0.290235996246338
2018-05-18,1056.66,782786.0,0.0046489997766912
2018-05-17,1055.33,781824.5625,0.118262000381947
